#Do not edit! This file is automatically extracted from Unicode Data.
#code;character;name;variant;plain_code;plain_character
1D523;𝔣;MATHEMATICAL FRAKTUR SMALL F;Fraktur;0066;f
1D524;𝔤;MATHEMATICAL FRAKTUR SMALL G;Fraktur;0067;g
1D525;𝔥;MATHEMATICAL FRAKTUR SMALL H;Fraktur;0068;h
1D526;𝔦;MATHEMATICAL FRAKTUR SMALL I;Fraktur;0069;i
1D527;𝔧;MATHEMATICAL FRAKTUR SMALL J;Fraktur;006A;j
1D528;𝔨;MATHEMATICAL FRAKTUR SMALL K;Fraktur;006B;k
1D529;𝔩;MATHEMATICAL FRAKTUR SMALL L;Fraktur;006C;l
1D52A;𝔪;MATHEMATICAL FRAKTUR SMALL M;Fraktur;006D;m
1D52B;𝔫;MATHEMATICAL FRAKTUR SMALL N;Fraktur;006E;n
1D52C;𝔬;MATHEMATICAL FRAKTUR SMALL O;Fraktur;006F;o
1D52D;𝔭;MATHEMATICAL FRAKTUR SMALL P;Fraktur;0070;p
1D52E;𝔮;MATHEMATICAL FRAKTUR SMALL Q;Fraktur;0071;q
1D52F;𝔯;MATHEMATICAL FRAKTUR SMALL R;Fraktur;0072;r
1D530;𝔰;MATHEMATICAL FRAKTUR SMALL S;Fraktur;0073;s
1D531;𝔱;MATHEMATICAL FRAKTUR SMALL T;Fraktur;0074;t
1D532;𝔲;MATHEMATICAL FRAKTUR SMALL U;Fraktur;0075;u
1D533;𝔳;MATHEMATICAL FRAKTUR SMALL V;Fraktur;0076;v
1D534;𝔴;MATHEMATICAL FRAKTUR SMALL W;Fraktur;0077;w
1D535;𝔵;MATHEMATICAL FRAKTUR SMALL X;Fraktur;0078;x
1D536;𝔶;MATHEMATICAL FRAKTUR SMALL Y;Fraktur;0079;y
1D537;𝔷;MATHEMATICAL FRAKTUR SMALL Z;Fraktur;007A;z
1D538;𝔸;MATHEMATICAL DOUBLE-STRUCK CAPITAL A;DoubleStruck;0041;A
1D539;𝔹;MATHEMATICAL DOUBLE-STRUCK CAPITAL B;DoubleStruck;0042;B
1D53B;𝔻;MATHEMATICAL DOUBLE-STRUCK CAPITAL D;DoubleStruck;0044;D
1D53C;𝔼;MATHEMATICAL DOUBLE-STRUCK CAPITAL E;DoubleStruck;0045;E
1D53D;𝔽;MATHEMATICAL DOUBLE-STRUCK CAPITAL F;DoubleStruck;0046;F
1D53E;𝔾;MATHEMATICAL DOUBLE-STRUCK CAPITAL G;DoubleStruck;0047;G
1D540;𝕀;MATHEMATICAL DOUBLE-STRUCK CAPITAL I;DoubleStruck;0049;I
1D541;𝕁;MATHEMATICAL DOUBLE-STRUCK CAPITAL J;DoubleStruck;004A;J
1D542;𝕂;MATHEMATICAL DOUBLE-STRUCK CAPITAL K;DoubleStruck;004B;K
1D543;𝕃;MATHEMATICAL DOUBLE-STRUCK CAPITAL L;DoubleStruck;004C;L
1D544;𝕄;MATHEMATICAL DOUBLE-STRUCK CAPITAL M;DoubleStruck;004D;M
1D546;𝕆;MATHEMATICAL DOUBLE-STRUCK CAPITAL O;DoubleStruck;004F;O
1D54A;𝕊;MATHEMATICAL DOUBLE-STRUCK CAPITAL S;DoubleStruck;0053;S
1D54B;𝕋;MATHEMATICAL DOUBLE-STRUCK CAPITAL T;DoubleStruck;0054;T
1D54C;𝕌;MATHEMATICAL DOUBLE-STRUCK CAPITAL U;DoubleStruck;0055;U
1D54D;𝕍;MATHEMATICAL DOUBLE-STRUCK CAPITAL V;DoubleStruck;0056;V
1D54E;𝕎;MATHEMATICAL DOUBLE-STRUCK CAPITAL W;DoubleStruck;0057;W
1D54F;𝕏;MATHEMATICAL DOUBLE-STRUCK CAPITAL X;DoubleStruck;0058;X
1D550;𝕐;MATHEMATICAL DOUBLE-STRUCK CAPITAL Y;DoubleStruck;0059;Y
1D552;𝕒;MATHEMATICAL DOUBLE-STRUCK SMALL A;DoubleStruck;0061;a
1D553;𝕓;MATHEMATICAL DOUBLE-STRUCK SMALL B;DoubleStruck;0062;b
1D554;𝕔;MATHEMATICAL DOUBLE-STRUCK SMALL C;DoubleStruck;0063;c
1D555;𝕕;MATHEMATICAL DOUBLE-STRUCK SMALL D;DoubleStruck;0064;d
1D556;𝕖;MATHEMATICAL DOUBLE-STRUCK SMALL E;DoubleStruck;0065;e
1D557;𝕗;MATHEMATICAL DOUBLE-STRUCK SMALL F;DoubleStruck;0066;f
1D558;𝕘;MATHEMATICAL DOUBLE-STRUCK SMALL G;DoubleStruck;0067;g
1D559;𝕙;MATHEMATICAL DOUBLE-STRUCK SMALL H;DoubleStruck;0068;h
1D55A;𝕚;MATHEMATICAL DOUBLE-STRUCK SMALL I;DoubleStruck;0069;i
1D55B;𝕛;MATHEMATICAL DOUBLE-STRUCK SMALL J;DoubleStruck;006A;j
1D55C;𝕜;MATHEMATICAL DOUBLE-STRUCK SMALL K;DoubleStruck;006B;k
1D55D;𝕝;MATHEMATICAL DOUBLE-STRUCK SMALL L;DoubleStruck;006C;l
1D55E;𝕞;MATHEMATICAL DOUBLE-STRUCK SMALL M;DoubleStruck;006D;m
1D55F;𝕟;MATHEMATICAL DOUBLE-STRUCK SMALL N;DoubleStruck;006E;n
1D560;𝕠;MATHEMATICAL DOUBLE-STRUCK SMALL O;DoubleStruck;006F;o
1D561;𝕡;MATHEMATICAL DOUBLE-STRUCK SMALL P;DoubleStruck;0070;p
1D562;𝕢;MATHEMATICAL DOUBLE-STRUCK SMALL Q;DoubleStruck;0071;q
1D563;𝕣;MATHEMATICAL DOUBLE-STRUCK SMALL R;DoubleStruck;0072;r
1D564;𝕤;MATHEMATICAL DOUBLE-STRUCK SMALL S;DoubleStruck;0073;s
1D565;𝕥;MATHEMATICAL DOUBLE-STRUCK SMALL T;DoubleStruck;0074;t
1D566;𝕦;MATHEMATICAL DOUBLE-STRUCK SMALL U;DoubleStruck;0075;u
1D567;𝕧;MATHEMATICAL DOUBLE-STRUCK SMALL V;DoubleStruck;0076;v
1D568;𝕨;MATHEMATICAL DOUBLE-STRUCK SMALL W;DoubleStruck;0077;w
1D569;𝕩;MATHEMATICAL DOUBLE-STRUCK SMALL X;DoubleStruck;0078;x
1D56A;𝕪;MATHEMATICAL DOUBLE-STRUCK SMALL Y;DoubleStruck;0079;y
1D56B;𝕫;MATHEMATICAL DOUBLE-STRUCK SMALL Z;DoubleStruck;007A;z
1D56C;𝕬;MATHEMATICAL BOLD FRAKTUR CAPITAL A;BoldFraktur;0041;A
1D56D;𝕭;MATHEMATICAL BOLD FRAKTUR CAPITAL B;BoldFraktur;0042;B
1D56E;𝕮;MATHEMATICAL BOLD FRAKTUR CAPITAL C;BoldFraktur;0043;C
1D56F;𝕯;MATHEMATICAL BOLD FRAKTUR CAPITAL D;BoldFraktur;0044;D
1D570;𝕰;MATHEMATICAL BOLD FRAKTUR CAPITAL E;BoldFraktur;0045;E
1D571;𝕱;MATHEMATICAL BOLD FRAKTUR CAPITAL F;BoldFraktur;0046;F
1D572;𝕲;MATHEMATICAL BOLD FRAKTUR CAPITAL G;BoldFraktur;0047;G
1D573;𝕳;MATHEMATICAL BOLD FRAKTUR CAPITAL H;BoldFraktur;0048;H
1D574;𝕴;MATHEMATICAL BOLD FRAKTUR CAPITAL I;BoldFraktur;0049;I
1D575;𝕵;MATHEMATICAL BOLD FRAKTUR CAPITAL J;BoldFraktur;004A;J
1D576;𝕶;MATHEMATICAL BOLD FRAKTUR CAPITAL K;BoldFraktur;004B;K
1D577;𝕷;MATHEMATICAL BOLD FRAKTUR CAPITAL L;BoldFraktur;004C;L
1D578;𝕸;MATHEMATICAL BOLD FRAKTUR CAPITAL M;BoldFraktur;004D;M
1D579;𝕹;MATHEMATICAL BOLD FRAKTUR CAPITAL N;BoldFraktur;004E;N
1D57A;𝕺;MATHEMATICAL BOLD FRAKTUR CAPITAL O;BoldFraktur;004F;O
1D57B;𝕻;MATHEMATICAL BOLD FRAKTUR CAPITAL P;BoldFraktur;0050;P
1D57C;𝕼;MATHEMATICAL BOLD FRAKTUR CAPITAL Q;BoldFraktur;0051;Q
1D57D;𝕽;MATHEMATICAL BOLD FRAKTUR CAPITAL R;BoldFraktur;0052;R
1D57E;𝕾;MATHEMATICAL BOLD FRAKTUR CAPITAL S;BoldFraktur;0053;S
1D57F;𝕿;MATHEMATICAL BOLD FRAKTUR CAPITAL T;BoldFraktur;0054;T
1D580;𝖀;MATHEMATICAL BOLD FRAKTUR CAPITAL U;BoldFraktur;0055;U
1D581;𝖁;MATHEMATICAL BOLD FRAKTUR CAPITAL V;BoldFraktur;0056;V
1D582;𝖂;MATHEMATICAL BOLD FRAKTUR CAPITAL W;BoldFraktur;0057;W
1D583;𝖃;MATHEMATICAL BOLD FRAKTUR CAPITAL X;BoldFraktur;0058;X
1D584;𝖄;MATHEMATICAL BOLD FRAKTUR CAPITAL Y;BoldFraktur;0059;Y
1D585;𝖅;MATHEMATICAL BOLD FRAKTUR CAPITAL Z;BoldFraktur;005A;Z
1D586;𝖆;MATHEMATICAL BOLD FRAKTUR SMALL A;BoldFraktur;0061;a
1D587;𝖇;MATHEMATICAL BOLD FRAKTUR SMALL B;BoldFraktur;0062;b
1D588;𝖈;MATHEMATICAL BOLD FRAKTUR SMALL C;BoldFraktur;0063;c
1D589;𝖉;MATHEMATICAL BOLD FRAKTUR SMALL D;BoldFraktur;0064;d
1D58A;𝖊;MATHEMATICAL BOLD FRAKTUR SMALL E;BoldFraktur;0065;e
1D58B;𝖋;MATHEMATICAL BOLD FRAKTUR SMALL F;BoldFraktur;0066;f
1D58C;𝖌;MATHEMATICAL BOLD FRAKTUR SMALL G;BoldFraktur;0067;g
1D58D;𝖍;MATHEMATICAL BOLD FRAKTUR SMALL H;BoldFraktur;0068;h
1D58E;𝖎;MATHEMATICAL BOLD FRAKTUR SMALL I;BoldFraktur;0069;i
1D58F;𝖏;MATHEMATICAL BOLD FRAKTUR SMALL J;BoldFraktur;006A;j
1D590;𝖐;MATHEMATICAL BOLD FRAKTUR SMALL K;BoldFraktur;006B;k
1D591;𝖑;MATHEMATICAL BOLD FRAKTUR SMALL L;BoldFraktur;006C;l
1D592;𝖒;MATHEMATICAL BOLD FRAKTUR SMALL M;BoldFraktur;006D;m
1D593;𝖓;MATHEMATICAL BOLD FRAKTUR SMALL N;BoldFraktur;006E;n
1D594;𝖔;MATHEMATICAL BOLD FRAKTUR SMALL O;BoldFraktur;006F;o
1D595;𝖕;MATHEMATICAL BOLD FRAKTUR SMALL P;BoldFraktur;0070;p
1D596;𝖖;MATHEMATICAL BOLD FRAKTUR SMALL Q;BoldFraktur;0071;q
1D597;𝖗;MATHEMATICAL BOLD FRAKTUR SMALL R;BoldFraktur;0072;r
1D598;𝖘;MATHEMATICAL BOLD FRAKTUR SMALL S;BoldFraktur;0073;s
1D599;𝖙;MATHEMATICAL BOLD FRAKTUR SMALL T;BoldFraktur;0074;t
1D59A;𝖚;MATHEMATICAL BOLD FRAKTUR SMALL U;BoldFraktur;0075;u
1D59B;𝖛;MATHEMATICAL BOLD FRAKTUR SMALL V;BoldFraktur;0076;v
1D59C;𝖜;MATHEMATICAL BOLD FRAKTUR SMALL W;BoldFraktur;0077;w
1D59D;𝖝;MATHEMATICAL BOLD FRAKTUR SMALL X;BoldFraktur;0078;x
1D59E;𝖞;MATHEMATICAL BOLD FRAKTUR SMALL Y;BoldFraktur;0079;y
1D59F;𝖟;MATHEMATICAL BOLD FRAKTUR SMALL Z;BoldFraktur;007A;z
1D5A0;𝖠;MATHEMATICAL SANS-SERIF CAPITAL A;SansSerif;0041;A
1D5A1;𝖡;MATHEMATICAL SANS-SERIF CAPITAL B;SansSerif;0042;B
1D5A2;𝖢;MATHEMATICAL SANS-SERIF CAPITAL C;SansSerif;0043;C
1D5A3;𝖣;MATHEMATICAL SANS-SERIF CAPITAL D;SansSerif;0044;D
1D5A4;𝖤;MATHEMATICAL SANS-SERIF CAPITAL E;SansSerif;0045;E
1D5A5;𝖥;MATHEMATICAL SANS-SERIF CAPITAL F;SansSerif;0046;F
1D5A6;𝖦;MATHEMATICAL SANS-SERIF CAPITAL G;SansSerif;0047;G
1D5A7;𝖧;MATHEMATICAL SANS-SERIF CAPITAL H;SansSerif;0048;H
1D5A8;𝖨;MATHEMATICAL SANS-SERIF CAPITAL I;SansSerif;0049;I
1D5A9;𝖩;MATHEMATICAL SANS-SERIF CAPITAL J;SansSerif;004A;J
1D5AA;𝖪;MATHEMATICAL SANS-SERIF CAPITAL K;SansSerif;004B;K
1D5AB;𝖫;MATHEMATICAL SANS-SERIF CAPITAL L;SansSerif;004C;L
1D5AC;𝖬;MATHEMATICAL SANS-SERIF CAPITAL M;SansSerif;004D;M
1D5AD;𝖭;MATHEMATICAL SANS-SERIF CAPITAL N;SansSerif;004E;N
1D5AE;𝖮;MATHEMATICAL SANS-SERIF CAPITAL O;SansSerif;004F;O
1D5AF;𝖯;MATHEMATICAL SANS-SERIF CAPITAL P;SansSerif;0050;P
1D5B0;𝖰;MATHEMATICAL SANS-SERIF CAPITAL Q;SansSerif;0051;Q
1D5B1;𝖱;MATHEMATICAL SANS-SERIF CAPITAL R;SansSerif;0052;R
1D5B2;𝖲;MATHEMATICAL SANS-SERIF CAPITAL S;SansSerif;0053;S
1D5B3;𝖳;MATHEMATICAL SANS-SERIF CAPITAL T;SansSerif;0054;T
1D5B4;𝖴;MATHEMATICAL SANS-SERIF CAPITAL U;SansSerif;0055;U
1D5B5;𝖵;MATHEMATICAL SANS-SERIF CAPITAL V;SansSerif;0056;V
1D5B6;𝖶;MATHEMATICAL SANS-SERIF CAPITAL W;SansSerif;0057;W
1D5B7;𝖷;MATHEMATICAL SANS-SERIF CAPITAL X;SansSerif;0058;X
1D5B8;𝖸;MATHEMATICAL SANS-SERIF CAPITAL Y;SansSerif;0059;Y
1D5B9;𝖹;MATHEMATICAL SANS-SERIF CAPITAL Z;SansSerif;005A;Z
1D5BA;𝖺;MATHEMATICAL SANS-SERIF SMALL A;SansSerif;0061;a
1D5BB;𝖻;MATHEMATICAL SANS-SERIF SMALL B;SansSerif;0062;b
1D5BC;𝖼;MATHEMATICAL SANS-SERIF SMALL C;SansSerif;0063;c
1D5BD;𝖽;MATHEMATICAL SANS-SERIF SMALL D;SansSerif;0064;d
1D5BE;𝖾;MATHEMATICAL SANS-SERIF SMALL E;SansSerif;0065;e
1D5BF;𝖿;MATHEMATICAL SANS-SERIF SMALL F;SansSerif;0066;f
1D5C0;𝗀;MATHEMATICAL SANS-SERIF SMALL G;SansSerif;0067;g
1D5C1;𝗁;MATHEMATICAL SANS-SERIF SMALL H;SansSerif;0068;h
1D5C2;𝗂;MATHEMATICAL SANS-SERIF SMALL I;SansSerif;0069;i
1D5C3;𝗃;MATHEMATICAL SANS-SERIF SMALL J;SansSerif;006A;j
1D5C4;𝗄;MATHEMATICAL SANS-SERIF SMALL K;SansSerif;006B;k
1D5C5;𝗅;MATHEMATICAL SANS-SERIF SMALL L;SansSerif;006C;l
1D5C6;𝗆;MATHEMATICAL SANS-SERIF SMALL M;SansSerif;006D;m
1D5C7;𝗇;MATHEMATICAL SANS-SERIF SMALL N;SansSerif;006E;n
1D5C8;𝗈;MATHEMATICAL SANS-SERIF SMALL O;SansSerif;006F;o
1D5C9;𝗉;MATHEMATICAL SANS-SERIF SMALL P;SansSerif;0070;p
1D5CA;𝗊;MATHEMATICAL SANS-SERIF SMALL Q;SansSerif;0071;q
1D5CB;𝗋;MATHEMATICAL SANS-SERIF SMALL R;SansSerif;0072;r
1D5CC;𝗌;MATHEMATICAL SANS-SERIF SMALL S;SansSerif;0073;s
1D5CD;𝗍;MATHEMATICAL SANS-SERIF SMALL T;SansSerif;0074;t
1D5CE;𝗎;MATHEMATICAL SANS-SERIF SMALL U;SansSerif;0075;u
1D5CF;𝗏;MATHEMATICAL SANS-SERIF SMALL V;SansSerif;0076;v
1D5D0;𝗐;MATHEMATICAL SANS-SERIF SMALL W;SansSerif;0077;w
1D5D1;𝗑;MATHEMATICAL SANS-SERIF SMALL X;SansSerif;0078;x
1D5D2;𝗒;MATHEMATICAL SANS-SERIF SMALL Y;SansSerif;0079;y
1D5D3;𝗓;MATHEMATICAL SANS-SERIF SMALL Z;SansSerif;007A;z
1D5D4;𝗔;MATHEMATICAL SANS-SERIF BOLD CAPITAL A;SansSerifBold;0041;A
1D5D5;𝗕;MATHEMATICAL SANS-SERIF BOLD CAPITAL B;SansSerifBold;0042;B
1D5D6;𝗖;MATHEMATICAL SANS-SERIF BOLD CAPITAL C;SansSerifBold;0043;C
1D5D7;𝗗;MATHEMATICAL SANS-SERIF BOLD CAPITAL D;SansSerifBold;0044;D
1D5D8;𝗘;MATHEMATICAL SANS-SERIF BOLD CAPITAL E;SansSerifBold;0045;E
1D5D9;𝗙;MATHEMATICAL SANS-SERIF BOLD CAPITAL F;SansSerifBold;0046;F
1D5DA;𝗚;MATHEMATICAL SANS-SERIF BOLD CAPITAL G;SansSerifBold;0047;G
1D5DB;𝗛;MATHEMATICAL SANS-SERIF BOLD CAPITAL H;SansSerifBold;0048;H
1D5DC;𝗜;MATHEMATICAL SANS-SERIF BOLD CAPITAL I;SansSerifBold;0049;I
1D5DD;𝗝;MATHEMATICAL SANS-SERIF BOLD CAPITAL J;SansSerifBold;004A;J
1D5DE;𝗞;MATHEMATICAL SANS-SERIF BOLD CAPITAL K;SansSerifBold;004B;K
1D5DF;𝗟;MATHEMATICAL SANS-SERIF BOLD CAPITAL L;SansSerifBold;004C;L
1D5E0;𝗠;MATHEMATICAL SANS-SERIF BOLD CAPITAL M;SansSerifBold;004D;M
1D5E1;𝗡;MATHEMATICAL SANS-SERIF BOLD CAPITAL N;SansSerifBold;004E;N
1D5E2;𝗢;MATHEMATICAL SANS-SERIF BOLD CAPITAL O;SansSerifBold;004F;O
1D5E3;𝗣;MATHEMATICAL SANS-SERIF BOLD CAPITAL P;SansSerifBold;0050;P
1D5E4;𝗤;MATHEMATICAL SANS-SERIF BOLD CAPITAL Q;SansSerifBold;0051;Q
1D5E5;𝗥;MATHEMATICAL SANS-SERIF BOLD CAPITAL R;SansSerifBold;0052;R
1D5E6;𝗦;MATHEMATICAL SANS-SERIF BOLD CAPITAL S;SansSerifBold;0053;S
1D5E7;𝗧;MATHEMATICAL SANS-SERIF BOLD CAPITAL T;SansSerifBold;0054;T
1D5E8;𝗨;MATHEMATICAL SANS-SERIF BOLD CAPITAL U;SansSerifBold;0055;U
1D5E9;𝗩;MATHEMATICAL SANS-SERIF BOLD CAPITAL V;SansSerifBold;0056;V
1D5EA;𝗪;MATHEMATICAL SANS-SERIF BOLD CAPITAL W;SansSerifBold;0057;W
1D5EB;𝗫;MATHEMATICAL SANS-SERIF BOLD CAPITAL X;SansSerifBold;0058;X
1D5EC;𝗬;MATHEMATICAL SANS-SERIF BOLD CAPITAL Y;SansSerifBold;0059;Y
1D5ED;𝗭;MATHEMATICAL SANS-SERIF BOLD CAPITAL Z;SansSerifBold;005A;Z
1D5EE;𝗮;MATHEMATICAL SANS-SERIF BOLD SMALL A;SansSerifBold;0061;a
1D5EF;𝗯;MATHEMATICAL SANS-SERIF BOLD SMALL B;SansSerifBold;0062;b
1D5F0;𝗰;MATHEMATICAL SANS-SERIF BOLD SMALL C;SansSerifBold;0063;c
1D5F1;𝗱;MATHEMATICAL SANS-SERIF BOLD SMALL D;SansSerifBold;0064;d
1D5F2;𝗲;MATHEMATICAL SANS-SERIF BOLD SMALL E;SansSerifBold;0065;e
1D5F3;𝗳;MATHEMATICAL SANS-SERIF BOLD SMALL F;SansSerifBold;0066;f
1D5F4;𝗴;MATHEMATICAL SANS-SERIF BOLD SMALL G;SansSerifBold;0067;g
1D5F5;𝗵;MATHEMATICAL SANS-SERIF BOLD SMALL H;SansSerifBold;0068;h
1D5F6;𝗶;MATHEMATICAL SANS-SERIF BOLD SMALL I;SansSerifBold;0069;i
1D5F7;𝗷;MATHEMATICAL SANS-SERIF BOLD SMALL J;SansSerifBold;006A;j
1D5F8;𝗸;MATHEMATICAL SANS-SERIF BOLD SMALL K;SansSerifBold;006B;k
1D5F9;𝗹;MATHEMATICAL SANS-SERIF BOLD SMALL L;SansSerifBold;006C;l
1D5FA;𝗺;MATHEMATICAL SANS-SERIF BOLD SMALL M;SansSerifBold;006D;m
1D5FB;𝗻;MATHEMATICAL SANS-SERIF BOLD SMALL N;SansSerifBold;006E;n
1D5FC;𝗼;MATHEMATICAL SANS-SERIF BOLD SMALL O;SansSerifBold;006F;o
1D5FD;𝗽;MATHEMATICAL SANS-SERIF BOLD SMALL P;SansSerifBold;0070;p
1D5FE;𝗾;MATHEMATICAL SANS-SERIF BOLD SMALL Q;SansSerifBold;0071;q
1D5FF;𝗿;MATHEMATICAL SANS-SERIF BOLD SMALL R;SansSerifBold;0072;r
1D600;𝘀;MATHEMATICAL SANS-SERIF BOLD SMALL S;SansSerifBold;0073;s
1D601;𝘁;MATHEMATICAL SANS-SERIF BOLD SMALL T;SansSerifBold;0074;t
1D602;𝘂;MATHEMATICAL SANS-SERIF BOLD SMALL U;SansSerifBold;0075;u
1D603;𝘃;MATHEMATICAL SANS-SERIF BOLD SMALL V;SansSerifBold;0076;v
1D604;𝘄;MATHEMATICAL SANS-SERIF BOLD SMALL W;SansSerifBold;0077;w
1D605;𝘅;MATHEMATICAL SANS-SERIF BOLD SMALL X;SansSerifBold;0078;x
1D606;𝘆;MATHEMATICAL SANS-SERIF BOLD SMALL Y;SansSerifBold;0079;y
1D607;𝘇;MATHEMATICAL SANS-SERIF BOLD SMALL Z;SansSerifBold;007A;z
1D608;𝘈;MATHEMATICAL SANS-SERIF ITALIC CAPITAL A;SansSerifItalic;0041;A
1D609;𝘉;MATHEMATICAL SANS-SERIF ITALIC CAPITAL B;SansSerifItalic;0042;B
1D60A;𝘊;MATHEMATICAL SANS-SERIF ITALIC CAPITAL C;SansSerifItalic;0043;C
1D60B;𝘋;MATHEMATICAL SANS-SERIF ITALIC CAPITAL D;SansSerifItalic;0044;D
1D60C;𝘌;MATHEMATICAL SANS-SERIF ITALIC CAPITAL E;SansSerifItalic;0045;E
1D60D;𝘍;MATHEMATICAL SANS-SERIF ITALIC CAPITAL F;SansSerifItalic;0046;F
1D60E;𝘎;MATHEMATICAL SANS-SERIF ITALIC CAPITAL G;SansSerifItalic;0047;G
1D60F;𝘏;MATHEMATICAL SANS-SERIF ITALIC CAPITAL H;SansSerifItalic;0048;H
1D610;𝘐;MATHEMATICAL SANS-SERIF ITALIC CAPITAL I;SansSerifItalic;0049;I
1D611;𝘑;MATHEMATICAL SANS-SERIF ITALIC CAPITAL J;SansSerifItalic;004A;J
1D612;𝘒;MATHEMATICAL SANS-SERIF ITALIC CAPITAL K;SansSerifItalic;004B;K
1D613;𝘓;MATHEMATICAL SANS-SERIF ITALIC CAPITAL L;SansSerifItalic;004C;L
1D614;𝘔;MATHEMATICAL SANS-SERIF ITALIC CAPITAL M;SansSerifItalic;004D;M
1D615;𝘕;MATHEMATICAL SANS-SERIF ITALIC CAPITAL N;SansSerifItalic;004E;N
1D616;𝘖;MATHEMATICAL SANS-SERIF ITALIC CAPITAL O;SansSerifItalic;004F;O
1D617;𝘗;MATHEMATICAL SANS-SERIF ITALIC CAPITAL P;SansSerifItalic;0050;P
1D618;𝘘;MATHEMATICAL SANS-SERIF ITALIC CAPITAL Q;SansSerifItalic;0051;Q
1D619;𝘙;MATHEMATICAL SANS-SERIF ITALIC CAPITAL R;SansSerifItalic;0052;R
1D61A;𝘚;MATHEMATICAL SANS-SERIF ITALIC CAPITAL S;SansSerifItalic;0053;S
1D61B;𝘛;MATHEMATICAL SANS-SERIF ITALIC CAPITAL T;SansSerifItalic;0054;T
1D61C;𝘜;MATHEMATICAL SANS-SERIF ITALIC CAPITAL U;SansSerifItalic;0055;U
1D61D;𝘝;MATHEMATICAL SANS-SERIF ITALIC CAPITAL V;SansSerifItalic;0056;V
1D61E;𝘞;MATHEMATICAL SANS-SERIF ITALIC CAPITAL W;SansSerifItalic;0057;W
1D61F;𝘟;MATHEMATICAL SANS-SERIF ITALIC CAPITAL X;SansSerifItalic;0058;X
1D620;𝘠;MATHEMATICAL SANS-SERIF ITALIC CAPITAL Y;SansSerifItalic;0059;Y
1D621;𝘡;MATHEMATICAL SANS-SERIF ITALIC CAPITAL Z;SansSerifItalic;005A;Z
1D622;𝘢;MATHEMATICAL SANS-SERIF ITALIC SMALL A;SansSerifItalic;0061;a
1D623;𝘣;MATHEMATICAL SANS-SERIF ITALIC SMALL B;SansSerifItalic;0062;b
1D624;𝘤;MATHEMATICAL SANS-SERIF ITALIC SMALL C;SansSerifItalic;0063;c
1D625;𝘥;MATHEMATICAL SANS-SERIF ITALIC SMALL D;SansSerifItalic;0064;d
1D626;𝘦;MATHEMATICAL SANS-SERIF ITALIC SMALL E;SansSerifItalic;0065;e
1D627;𝘧;MATHEMATICAL SANS-SERIF ITALIC SMALL F;SansSerifItalic;0066;f
1D628;𝘨;MATHEMATICAL SANS-SERIF ITALIC SMALL G;SansSerifItalic;0067;g
1D629;𝘩;MATHEMATICAL SANS-SERIF ITALIC SMALL H;SansSerifItalic;0068;h
1D62A;𝘪;MATHEMATICAL SANS-SERIF ITALIC SMALL I;SansSerifItalic;0069;i
1D62B;𝘫;MATHEMATICAL SANS-SERIF ITALIC SMALL J;SansSerifItalic;006A;j
1D62C;𝘬;MATHEMATICAL SANS-SERIF ITALIC SMALL K;SansSerifItalic;006B;k
1D62D;𝘭;MATHEMATICAL SANS-SERIF ITALIC SMALL L;SansSerifItalic;006C;l
1D62E;𝘮;MATHEMATICAL SANS-SERIF ITALIC SMALL M;SansSerifItalic;006D;m
1D62F;𝘯;MATHEMATICAL SANS-SERIF ITALIC SMALL N;SansSerifItalic;006E;n
1D630;𝘰;MATHEMATICAL SANS-SERIF ITALIC SMALL O;SansSerifItalic;006F;o
1D631;𝘱;MATHEMATICAL SANS-SERIF ITALIC SMALL P;SansSerifItalic;0070;p
1D632;𝘲;MATHEMATICAL SANS-SERIF ITALIC SMALL Q;SansSerifItalic;0071;q
1D633;𝘳;MATHEMATICAL SANS-SERIF ITALIC SMALL R;SansSerifItalic;0072;r
1D634;𝘴;MATHEMATICAL SANS-SERIF ITALIC SMALL S;SansSerifItalic;0073;s
1D635;𝘵;MATHEMATICAL SANS-SERIF ITALIC SMALL T;SansSerifItalic;0074;t
1D636;𝘶;MATHEMATICAL SANS-SERIF ITALIC SMALL U;SansSerifItalic;0075;u
1D637;𝘷;MATHEMATICAL SANS-SERIF ITALIC SMALL V;SansSerifItalic;0076;v
1D638;𝘸;MATHEMATICAL SANS-SERIF ITALIC SMALL W;SansSerifItalic;0077;w
1D639;𝘹;MATHEMATICAL SANS-SERIF ITALIC SMALL X;SansSerifItalic;0078;x
1D63A;𝘺;MATHEMATICAL SANS-SERIF ITALIC SMALL Y;SansSerifItalic;0079;y
1D63B;𝘻;MATHEMATICAL SANS-SERIF ITALIC SMALL Z;SansSerifItalic;007A;z
1D63C;𝘼;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL A;SansSerifBoldItalic;0041;A
1D63D;𝘽;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL B;SansSerifBoldItalic;0042;B
1D63E;𝘾;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL C;SansSerifBoldItalic;0043;C
1D63F;𝘿;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL D;SansSerifBoldItalic;0044;D
1D640;𝙀;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL E;SansSerifBoldItalic;0045;E
1D641;𝙁;MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL F;SansSerifBoldItalic;0046;F
